Sales Person,Country,Product,Date,Amount,Boxes Shipped,Month
Beverie Moffet,UK,50% Dark Bites,2022-02-09,2499.0,271,2022-02
Van Tuxwell,UK,Almond Choco,2022-06-06,10689.0,204,2022-06
Dotty Strutley,UK,Caramel Stuffed Bars,2022-08-10,5768.0,235,2022-08
Wilone O'Kielt,Australia,Smooth Sliky Salty,2022-01-04,2226.0,46,2022-01
Andria Kimpton,Canada,70% Dark Bites,2022-04-08,10262.0,15,2022-04
Barr Faughny,UK,Milk Bars,2022-03-02,3864.0,430,2022-03
Van Tuxwell,Canada,Drinking Coco,2022-06-15,4900.0,709,2022-06
Jehu Rudeforth,Australia,After Nines,2022-02-14,5250.0,47,2022-02
Husein Augar,UK,After Nines,2022-07-05,3507.0,380,2022-07
Barr Faughny,India,Mint Chip Choco,2022-01-12,7413.0,465,2022-01
Curtice Advani,India,Mint Chip Choco,2022-03-03,8155.0,96,2022-03
Jehu Rudeforth,New Zealand,Milk Bars,2022-05-18,2478.0,188,2022-05
Gunar Cockshoot,India,Caramel Stuffed Bars,2022-07-28,2471.0,202,2022-07
Curtice Advani,UK,Manuka Honey Choco,2022-02-07,1666.0,106,2022-02
Andria Kimpton,India,Orange Choco,2022-05-30,301.0,421,2022-05
Mallorie Waber,Australia,Raspberry Choco,2022-04-25,8400.0,27,2022-04
Beverie Moffet,Canada,85% Dark Bars,2022-02-16,6139.0,45,2022-02
Kelci Walkden,Australia,Drinking Coco,2022-05-04,1288.0,60,2022-05
Van Tuxwell,Canada,70% Dark Bites,2022-06-02,7077.0,77,2022-06
Dennison Crosswaite,USA,Caramel Stuffed Bars,2022-07-11,2317.0,464,2022-07
Beverie Moffet,New Zealand,Spicy Special Slims,2022-06-07,63.0,60,2022-06
Jan Morforth,UK,Almond Choco,2022-07-06,9744.0,157,2022-07
Husein Augar,India,Raspberry Choco,2022-06-15,9954.0,154,2022-06
Dotty Strutley,India,Mint Chip Choco,2022-04-14,1260.0,239,2022-04
Camilla Castle,India,Drinking Coco,2022-08-08,469.0,163,2022-08
Marney O'Breen,UK,Drinking Coco,2022-03-29,973.0,28,2022-03
Roddy Speechley,Australia,Organic Choco Syrup,2022-07-04,3647.0,76,2022-07
Ches Bonnell,India,99% Dark & Pure,2022-02-16,455.0,96,2022-02
Rafaelita Blaksland,Canada,Spicy Special Slims,2022-05-02,2520.0,156,2022-05
Van Tuxwell,India,Eclairs,2022-07-21,10500.0,106,2022-07
Gunar Cockshoot,Australia,99% Dark & Pure,2022-08-18,7952.0,235,2022-08
Kaine Padly,USA,85% Dark Bars,2022-06-22,483.0,259,2022-06
Camilla Castle,UK,Peanut Butter Cubes,2022-07-19,4872.0,126,2022-07
Madelene Upcott,UK,Peanut Butter Cubes,2022-08-12,7756.0,85,2022-08
Madelene Upcott,USA,Choco Coated Almonds,2022-06-07,5446.0,132,2022-06
Marney O'Breen,Canada,Peanut Butter Cubes,2022-03-08,6594.0,91,2022-03
Ches Bonnell,Australia,Choco Coated Almonds,2022-04-08,1470.0,167,2022-04
Curtice Advani,Canada,Eclairs,2022-05-06,721.0,203,2022-05
Roddy Speechley,India,Drinking Coco,2022-05-31,4494.0,11,2022-05
Van Tuxwell,Australia,Mint Chip Choco,2022-01-13,2674.0,295,2022-01
Dennison Crosswaite,USA,70% Dark Bites,2022-03-15,658.0,77,2022-03
Andria Kimpton,Canada,Peanut Butter Cubes,2022-02-16,1127.0,319,2022-02
Gigi Bohling,USA,70% Dark Bites,2022-01-14,7364.0,196,2022-01
Rafaelita Blaksland,Australia,White Choc,2022-03-21,6818.0,102,2022-03
Roddy Speechley,Canada,Drinking Coco,2022-05-17,6776.0,312,2022-05
Camilla Castle,New Zealand,85% Dark Bars,2022-08-08,15099.0,55,2022-08
Madelene Upcott,Canada,Milk Bars,2022-04-26,3612.0,82,2022-04
Madelene Upcott,Australia,70% Dark Bites,2022-04-15,3710.0,260,2022-04
Oby Sorrel,Canada,Eclairs,2022-05-19,6111.0,591,2022-05
Dennison Crosswaite,Canada,Drinking Coco,2022-01-10,2702.0,24,2022-01
Mallorie Waber,New Zealand,After Nines,2022-05-04,483.0,228,2022-05
Roddy Speechley,Canada,White Choc,2022-04-05,5887.0,268,2022-04
Andria Kimpton,India,After Nines,2022-01-17,952.0,68,2022-01
Roddy Speechley,India,Spicy Special Slims,2022-03-22,10647.0,173,2022-03
Dotty Strutley,Australia,White Choc,2022-07-05,6055.0,93,2022-07
Oby Sorrel,Canada,Orange Choco,2022-04-27,8757.0,338,2022-04
Kaine Padly,Canada,Almond Choco,2022-08-12,6055.0,73,2022-08
Jan Morforth,UK,Baker's Choco Chips,2022-03-11,721.0,251,2022-03
Jehu Rudeforth,UK,Fruit & Nut Bars,2022-05-13,8589.0,229,2022-05
Dennison Crosswaite,USA,Smooth Sliky Salty,2022-05-12,11781.0,91,2022-05
Brien Boise,USA,Raspberry Choco,2022-01-12,672.0,194,2022-01
Madelene Upcott,New Zealand,Milk Bars,2022-03-29,12558.0,403,2022-03
Roddy Speechley,India,50% Dark Bites,2022-03-14,8337.0,12,2022-03
Barr Faughny,New Zealand,99% Dark & Pure,2022-05-24,8134.0,195,2022-05
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-28,8491.0,75,2022-01
Beverie Moffet,India,Almond Choco,2022-05-24,3066.0,96,2022-05
Brien Boise,Australia,Peanut Butter Cubes,2022-08-19,301.0,205,2022-08
Karlen McCaffrey,Australia,Spicy Special Slims,2022-05-17,4410.0,323,2022-05
Jehu Rudeforth,USA,White Choc,2022-06-07,6559.0,119,2022-06
Ches Bonnell,Canada,Organic Choco Syrup,2022-07-26,574.0,217,2022-07
Dotty Strutley,India,Eclairs,2022-07-28,2086.0,384,2022-07
Karlen McCaffrey,India,70% Dark Bites,2022-05-23,5075.0,344,2022-05
